date,open,high,low,close,value
2013/6/27,104.00 ,104.00 ,101.10 ,101.44 ,1150468023 
2013/6/28,101.74 ,101.74 ,92.33 ,94.65 ,1073887457 
2013/6/29,94.66 ,99.99 ,93.00 ,94.99 ,1078198524 
2013/6/30,95.00 ,98.12 ,94.22 ,96.61 ,1096957771 
2013/7/1,97.51 ,97.66 ,86.30 ,88.05 ,1000065296 
2013/7/2,88.05 ,92.30 ,87.51 ,90.13 ,1024082228 
2013/7/3,90.40 ,90.98 ,76.98 ,77.53 ,881233116 
2013/7/4,78.89 ,83.11 ,72.00 ,80.53 ,915618609 
2013/7/5,79.99 ,80.00 ,65.53 ,68.43 ,778411179 
2013/7/6,68.50 ,75.00 ,66.82 ,70.28 ,799741619 
2013/7/7,68.75 ,74.56 ,66.62 ,74.56 ,848838979 
2013/7/8,76.50 ,80.00 ,72.60 ,76.52 ,871457940 
2013/7/9,76.00 ,78.30 ,72.52 ,76.69 ,873841849 
2013/7/10,76.72 ,87.00 ,76.20 ,86.76 ,988957719 
2013/7/11,88.00 ,90.28 ,85.08 ,88.98 ,1014650063 
2013/7/12,88.98 ,104.00 ,88.17 ,93.59 ,1067634684 
2013/7/13,93.99 ,98.25 ,88.06 ,98.13 ,1119796120 
2013/7/14,98.70 ,98.70 ,92.86 ,94.69 ,1080917760 
2013/7/15,93.61 ,101.90 ,93.11 ,98.40 ,1123658944 
2013/7/16,98.89 ,99.86 ,96.14 ,97.45 ,1113217032 
2013/7/17,96.71 ,99.97 ,96.18 ,98.50 ,1125658000 
2013/7/18,98.50 ,98.80 ,86.20 ,90.58 ,1035512825 
2013/7/19,90.07 ,95.20 ,87.80 ,92.17 ,1054083771 
2013/7/20,92.00 ,93.10 ,89.27 ,89.39 ,1022707665 
2013/7/21,89.82 ,91.95 ,88.00 ,90.76 ,1038798980 
2013/7/22,92.00 ,92.00 ,90.08 ,91.61 ,1048939081 
2013/7/23,91.60 ,96.82 ,91.60 ,95.56 ,1094484058 
2013/7/24,95.56 ,95.99 ,93.00 ,94.51 ,1082848325 
2013/7/25,94.50 ,97.33 ,93.87 ,96.90 ,1110587858 
2013/7/26,96.95 ,97.47 ,96.00 ,96.02 ,1100902800 
2013/7/27,96.02 ,97.00 ,93.00 ,94.12 ,1079491697 
2013/7/28,94.40 ,100.58 ,94.00 ,99.76 ,1144602838 
2013/7/29,98.60 ,102.50 ,98.46 ,101.20 ,1161619140 
2013/7/30,101.49 ,107.99 ,100.47 ,107.99 ,1240092366 
2013/7/31,107.95 ,111.34 ,103.88 ,106.09 ,1218777834 
2013/8/1,106.21 ,108.00 ,103.01 ,104.00 ,1195225200 
2013/8/2,104.86 ,108.00 ,101.21 ,104.50 ,1201487185 
2013/8/3,104.50 ,105.78 ,102.00 ,104.00 ,1196226508 
2013/8/4,104.95 ,105.95 ,103.52 ,105.14 ,1209797378 
2013/8/5,105.12 ,107.77 ,105.00 ,106.22 ,1222677176 
2013/8/6,106.72 ,107.38 ,105.56 ,106.75 ,1229098150 
2013/8/7,106.75 ,106.75 ,106.75 ,106.75 ,1229098150 
2013/8/8,106.75 ,106.75 ,101.26 ,103.00 ,1187105900 
2013/8/9,103.07 ,105.75 ,101.93 ,102.80 ,1185307130 
2013/8/10,102.80 ,103.90 ,102.41 ,103.00 ,1188153925 
2013/8/11,103.00 ,105.19 ,102.75 ,105.00 ,1211789250 
2013/8/12,105.00 ,108.00 ,103.50 ,106.64 ,1231248581 
2013/8/13,106.99 ,109.35 ,104.65 ,109.00 ,1259042650 
2013/8/14,109.56 ,115.00 ,108.00 ,112.56 ,1300656724 
2013/8/15,112.56 ,113.25 ,109.00 ,109.99 ,1271404657 
2013/8/16,110.00 ,112.30 ,108.52 ,108.99 ,1260352119 
2013/8/17,108.99 ,113.75 ,108.22 ,113.50 ,1312996375 
2013/8/18,112.75 ,114.69 ,112.00 ,113.50 ,1313544013 
2013/8/19,113.38 ,123.06 ,111.77 ,119.00 ,1377725475 
2013/8/20,119.00 ,123.01 ,117.51 ,121.21 ,1403829641 
2013/8/21,121.21 ,124.91 ,119.68 ,123.30 ,1428698678 
2013/8/22,123.30 ,123.50 ,120.60 ,121.15 ,1404437433 
2013/8/23,122.00 ,122.00 ,118.44 ,118.50 ,1374309422 
2013/8/24,118.51 ,121.39 ,118.02 ,120.04 ,1392768092 
2013/8/25,119.60 ,122.99 ,119.17 ,122.11 ,1417198897 
2013/8/26,122.11 ,122.75 ,119.93 ,120.06 ,1393847159 
2013/8/27,120.07 ,127.24 ,120.07 ,126.50 ,1469193138 
2013/8/28,126.48 ,127.32 ,122.62 ,122.62 ,1424675798 
2013/8/29,122.62 ,123.70 ,122.21 ,122.39 ,1422584866 
2013/8/30,122.35 ,135.75 ,120.99 ,133.49 ,1552288465 
2013/8/31,133.09 ,140.89 ,132.72 ,135.35 ,1574672051 
2013/9/1,135.14 ,145.81 ,134.81 ,138.34 ,1610215347 
2013/9/2,138.63 ,146.50 ,134.89 ,135.85 ,1581969854 
2013/9/3,135.61 ,138.34 ,133.00 ,136.77 ,1593346565 
2013/9/4,136.53 ,144.50 ,123.61 ,126.74 ,1477012118 
2013/9/5,126.76 ,131.44 ,121.83 ,126.43 ,1473965191 
2013/9/6,126.49 ,127.34 ,119.15 ,119.15 ,1389646450 
2013/9/7,118.89 ,125.94 ,118.46 ,124.15 ,1448411494 
2013/9/8,124.13 ,124.72 ,120.49 ,121.66 ,1419836072 
2013/9/9,121.86 ,129.06 ,119.75 ,127.11 ,1484085516 
2013/9/10,127.27 ,129.74 ,125.90 ,125.91 ,1470679164 
2013/9/11,125.89 ,137.83 ,123.27 ,135.25 ,1580450350 
2013/9/12,135.55 ,136.08 ,131.81 ,133.13 ,1556386219 
2013/9/13,132.83 ,137.58 ,132.27 ,134.98 ,1578699084 
2013/9/14,135.01 ,135.85 ,128.87 ,129.22 ,1512038756 
2013/9/15,129.40 ,131.44 ,128.26 ,130.37 ,1526085146 
2013/9/16,130.86 ,132.72 ,129.77 ,131.72 ,1542395098 
2013/9/17,131.59 ,132.76 ,124.89 ,131.66 ,1542278406 
2013/9/18,131.71 ,133.20 ,130.54 ,131.47 ,1540598328 
2013/9/19,131.37 ,131.77 ,128.45 ,129.65 ,1519883709 
2013/9/20,129.70 ,135.62 ,126.68 ,127.04 ,1489921944 
2013/9/21,126.95 ,128.61 ,126.24 ,127.43 ,1495101147 
2013/9/22,127.87 ,133.94 ,126.59 ,129.12 ,1515584736 
2013/9/23,128.98 ,132.73 ,125.66 ,125.95 ,1479037148 
2013/9/24,126.05 ,127.46 ,125.39 ,127.25 ,1494974356 
2013/9/25,127.38 ,129.69 ,127.33 ,128.22 ,1507033770 
2013/9/26,128.21 ,134.93 ,127.32 ,128.38 ,1509434269 
2013/9/27,128.94 ,134.74 ,128.49 ,133.78 ,1573520360 
2013/9/28,133.77 ,135.63 ,132.56 ,134.78 ,1585878762 
2013/9/29,134.90 ,140.61 ,134.71 ,137.34 ,1616584505 
2013/9/30,137.15 ,138.35 ,130.27 ,133.00 ,1566038425 
2013/10/1,132.68 ,134.63 ,131.55 ,132.18 ,1557001092 
2013/10/2,132.05 ,133.59 ,102.25 ,114.13 ,1344930746 
2013/10/3,114.45 ,123.63 ,111.82 ,123.63 ,1457492615 
2013/10/4,123.41 ,130.09 ,123.41 ,129.01 ,1521498787 
2013/10/5,128.63 ,130.44 ,128.03 ,128.55 ,1516777519 
2013/10/6,128.36 ,129.66 ,126.15 ,129.00 ,1522686975 
2013/10/7,129.43 ,130.27 ,126.36 ,126.94 ,1498859918 
2013/10/8,126.74 ,127.47 ,124.71 ,126.00 ,1488277350 
2013/10/9,125.85 ,131.75 ,125.58 ,130.69 ,1544249376 
2013/10/10,130.67 ,131.50 ,129.26 ,130.59 ,1543701125 
2013/10/11,130.75 ,131.81 ,129.64 ,130.90 ,1547971040 
2013/10/12,130.90 ,135.66 ,130.56 ,135.19 ,1599426131 
2013/10/13,135.19 ,138.66 ,134.55 ,138.13 ,1634968839 
2013/10/14,139.27 ,144.12 ,138.90 ,140.52 ,1664129178 
2013/10/15,140.77 ,145.39 ,139.13 ,145.24 ,1720981439 
2013/10/16,145.65 ,152.23 ,142.43 ,142.55 ,1689851848 
2013/10/17,142.41 ,147.42 ,142.41 ,146.25 ,1734327563 
2013/10/18,146.37 ,155.96 ,145.57 ,155.96 ,1850219763 
2013/10/19,155.91 ,177.48 ,155.70 ,172.42 ,2046457291 
2013/10/20,171.66 ,174.91 ,168.95 ,174.61 ,2073319140 
2013/10/21,174.80 ,184.82 ,174.80 ,182.21 ,2164518143 
2013/10/22,182.65 ,196.27 ,182.65 ,193.76 ,2302910260 
2013/10/23,193.36 ,213.62 ,192.38 ,213.62 ,2540139399 
2013/10/24,214.30 ,217.42 ,168.52 ,198.23 ,2358198593 
2013/10/25,197.69 ,198.87 ,168.50 ,186.69 ,2222012384 
2013/10/26,187.45 ,188.41 ,175.75 ,177.32 ,2111296044 
2013/10/27,176.60 ,196.44 ,176.60 ,196.44 ,2339831217 
2013/10/28,196.21 ,198.62 ,192.06 ,198.55 ,2365837416 
2013/10/29,198.55 ,204.79 ,198.55 ,204.39 ,2436241934 
2013/10/30,204.39 ,209.16 ,199.97 ,199.97 ,2384492273 
2013/10/31,199.83 ,205.18 ,198.85 ,204.00 ,2433658800 
2013/11/1,203.90 ,206.65 ,202.13 ,206.18 ,2460742837 
2013/11/2,205.81 ,207.76 ,201.65 ,206.22 ,2462261645 
2013/11/3,205.99 ,215.05 ,203.99 ,215.05 ,2568713111 
2013/11/4,214.66 ,231.01 ,213.94 ,229.10 ,2737659088 
2013/11/5,229.21 ,250.66 ,226.22 ,245.24 ,2931598960 
2013/11/6,244.78 ,263.00 ,244.78 ,262.50 ,3138994688 
2013/11/7,261.68 ,304.17 ,261.55 ,296.41 ,3545560087 
2013/11/8,297.85 ,338.66 ,296.93 ,338.11 ,4045494603 
2013/11/9,338.58 ,370.82 ,319.71 ,339.11 ,4058705857 
2013/11/10,348.82 ,350.70 ,277.24 ,326.62 ,3910613095 
2013/11/11,325.41 ,351.27 ,311.78 ,342.44 ,4101635027 
2013/11/12,343.06 ,362.81 ,342.80 ,360.33 ,4317726291 
2013/11/13,360.97 ,414.05 ,359.80 ,407.37 ,4883103453 
2013/11/14,406.41 ,425.90 ,395.19 ,420.20 ,5038817795 
2013/11/15,419.41 ,437.89 ,396.11 ,417.95 ,5013561020 
2013/11/16,417.28 ,450.26 ,415.57 ,440.22 ,5282849105 
2013/11/17,440.96 ,500.58 ,440.24 ,492.11 ,5907842064 
2013/11/18,496.58 ,703.78 ,494.94 ,703.56 ,8449069629 
2013/11/19,712.76 ,806.11 ,456.39 ,584.61 ,7022949161 
2013/11/20,577.98 ,599.65 ,448.45 ,590.83 ,7100077964 
2013/11/21,594.32 ,733.40 ,577.29 ,722.43 ,8684240726 
2013/11/22,724.07 ,780.85 ,668.13 ,771.44 ,9276681716 
2013/11/23,771.70 ,844.97 ,771.70 ,797.82 ,9597335799 
2013/11/24,795.63 ,807.36 ,722.87 ,774.25 ,9317034156 
2013/11/25,773.02 ,810.68 ,754.43 ,799.11 ,9619646225 
2013/11/26,805.73 ,928.54 ,800.80 ,928.10 ,11176110593 
2013/11/27,923.85 ,1001.96 ,891.68 ,1001.96 ,12069885699 
2013/11/28,1003.38 ,1077.56 ,962.17 ,1031.95 ,12435823060 
2013/11/29,1042.01 ,1146.97 ,1000.64 ,1131.97 ,13646039846 
2013/11/30,1129.37 ,1156.14 ,1106.61 ,1129.43 ,13620389321 
2013/12/1,1128.92 ,1133.08 ,801.82 ,955.85 ,11531708948 
2013/12/2,951.42 ,1055.42 ,938.41 ,1043.33 ,12591271606 
2013/12/3,1046.40 ,1096.00 ,1011.21 ,1078.28 ,13018451838 
2013/12/4,1077.58 ,1156.12 ,1070.16 ,1151.17 ,13903428351 
2013/12/5,1152.73 ,1154.36 ,897.11 ,1045.11 ,12626914509 
2013/12/6,1042.38 ,1042.38 ,829.45 ,829.45 ,10025645095 
2013/12/7,835.32 ,854.64 ,640.22 ,698.23 ,8442962249 
2013/12/8,697.31 ,802.51 ,670.88 ,795.87 ,9627500113 
2013/12/9,793.80 ,921.93 ,780.90 ,893.19 ,10808715488 
2013/12/10,892.32 ,997.23 ,892.32 ,988.51 ,11966951486 
2013/12/11,989.07 ,1001.58 ,834.23 ,878.48 ,10638546534 
2013/12/12,882.78 ,901.94 ,844.95 ,873.26 ,10578889955 
2013/12/13,874.98 ,941.79 ,860.05 ,892.58 ,10816819988 
2013/12/14,899.85 ,904.65 ,858.36 ,872.60 ,10578987915 
2013/12/15,875.29 ,886.16 ,825.00 ,876.12 ,10625517651 
2013/12/16,880.33 ,882.25 ,668.25 ,705.97 ,8565534010 
2013/12/17,706.37 ,754.83 ,630.88 ,682.12 ,8279623719 
2013/12/18,678.20 ,679.32 ,420.51 ,522.70 ,6347159168 
2013/12/19,519.06 ,707.23 ,502.89 ,691.96 ,8406397153 
2013/12/20,694.22 ,729.16 ,595.33 ,625.32 ,7599576492 
2013/12/21,619.90 ,654.27 ,579.17 ,605.66 ,7363114611 
2013/12/22,601.78 ,666.74 ,585.64 ,617.18 ,7505757423 
2013/12/23,613.06 ,680.91 ,611.04 ,673.41 ,8192487202 
2013/12/24,672.36 ,684.39 ,645.71 ,665.58 ,8100042042 
2013/12/25,666.31 ,682.70 ,649.48 ,682.21 ,8305173374 
2013/12/26,683.94 ,777.75 ,683.94 ,761.98 ,9279735331 
2013/12/27,763.28 ,777.51 ,713.60 ,735.07 ,8955394564 
2013/12/28,737.98 ,747.06 ,705.35 ,727.83 ,8869918644 
2013/12/29,728.05 ,748.61 ,714.44 ,745.05 ,9082103621 
2013/12/30,741.35 ,766.60 ,740.24 ,756.13 ,9217167990 
2013/12/31,760.32 ,760.58 ,738.17 ,754.01 ,9191325349 
2014/1/1,754.97 ,775.35 ,754.97 ,771.40 ,9403308145 
2014/1/2,773.44 ,820.31 ,767.21 ,802.39 ,9781073921 
2014/1/3,802.85 ,834.15 ,789.12 ,818.72 ,9980135396 
2014/1/4,823.27 ,859.51 ,801.67 ,859.51 ,10477362437 
2014/1/5,858.55 ,952.40 ,854.52 ,933.53 ,11379660685 
2014/1/6,936.05 ,1017.12 ,905.71 ,953.29 ,11620533603 
2014/1/7,946.49 ,965.74 ,802.00 ,802.00 ,9808299600 
2014/1/8,795.99 ,870.68 ,776.18 ,842.72 ,10310363180 
2014/1/9,841.47 ,864.36 ,804.14 ,846.86 ,10365397028 
2014/1/10,846.69 ,871.19 ,822.60 ,868.48 ,10634081648 
2014/1/11,867.32 ,921.48 ,861.72 ,913.95 ,11195636164 
2014/1/12,919.60 ,928.52 ,851.17 ,863.22 ,10578653198 
2014/1/13,860.19 ,861.29 ,806.05 ,841.20 ,10312375950 
2014/1/14,843.17 ,855.69 ,825.66 ,833.27 ,10218535832 
2014/1/15,833.12 ,872.81 ,830.86 ,860.90 ,10561305975 
2014/1/16,860.29 ,866.16 ,835.63 ,835.63 ,10255185612 
2014/1/17,834.49 ,842.91 ,797.63 ,814.64 ,10000663202 
2014/1/18,816.07 ,841.49 ,816.07 ,840.00 ,10315662000 
2014/1/19,839.66 ,870.96 ,825.53 ,870.96 ,10699504086 
2014/1/20,871.39 ,886.39 ,853.87 ,870.20 ,10694453430 
2014/1/21,869.65 ,881.20 ,855.93 ,863.91 ,10620283205 
2014/1/22,867.21 ,870.15 ,837.36 ,845.59 ,10399573174 
2014/1/23,845.46 ,851.57 ,819.32 ,822.04 ,10113558120 
2014/1/24,822.43 ,822.43 ,783.58 ,797.07 ,9810138293 
2014/1/25,796.24 ,861.45 ,792.96 ,853.61 ,10509539619 
2014/1/26,853.68 ,897.02 ,844.86 ,885.28 ,10902798632 
2014/1/27,884.60 ,893.00 ,757.11 ,771.39 ,9503544085 
2014/1/28,774.02 ,832.50 ,766.98 ,812.51 ,10013251364 
2014/1/29,809.96 ,836.87 ,809.85 ,826.00 ,10182659550 
2014/1/30,826.02 ,830.50 ,799.06 ,819.03 ,10100339387 
2014/1/31,818.43 ,831.87 ,812.60 ,829.92 ,10238411820 
2014/2/1,828.61 ,853.52 ,827.11 ,832.58 ,10275202812 
2014/2/2,832.90 ,844.72 ,820.67 ,825.37 ,10190038654 
2014/2/3,824.08 ,826.48 ,807.22 ,823.83 ,10174774202 
2014/2/4,823.77 ,840.17 ,820.94 ,827.96 ,10229342305 
2014/2/5,829.96 ,837.32 ,811.91 ,811.91 ,10034436286 
2014/2/6,815.59 ,819.81 ,770.59 ,781.55 ,9662791119 
2014/2/7,783.20 ,783.20 ,654.35 ,712.40 ,8810607000 
2014/2/8,699.57 ,721.82 ,661.87 ,673.92 ,8337738240 
2014/2/9,671.46 ,712.27 ,655.25 ,682.90 ,8451228950 
2014/2/10,681.32 ,703.71 ,550.50 ,681.03 ,8430742782 
2014/2/11,683.50 ,712.46 ,636.66 ,672.17 ,8323817195 
2014/2/12,672.38 ,672.90 ,643.04 ,651.72 ,8073458481 
2014/2/13,651.08 ,657.99 ,601.91 ,605.24 ,7500376176 
2014/2/14,601.17 ,691.72 ,541.04 ,661.99 ,8206805878 
2014/2/15,660.90 ,661.84 ,632.84 ,650.92 ,8072579656 
2014/2/16,651.30 ,665.10 ,584.17 ,616.63 ,7650358837 
2014/2/17,614.23 ,656.95 ,607.31 ,626.27 ,7772386462 
2014/2/18,627.16 ,645.76 ,612.54 ,626.60 ,7779035355 
2014/2/19,625.97 ,631.77 ,618.70 ,623.03 ,7737830115 
2014/2/20,623.09 ,627.73 ,556.14 ,556.14 ,6909538974 
2014/2/21,556.88 ,582.96 ,530.47 ,574.16 ,7135603064 
2014/2/22,574.24 ,614.48 ,558.58 ,605.42 ,7526808473 
2014/2/23,606.47 ,639.91 ,599.70 ,605.82 ,7534325867 
2014/2/24,606.04 ,607.61 ,538.70 ,546.32 ,6796971990 
2014/2/25,540.24 ,541.38 ,420.41 ,538.71 ,6704461434 
2014/2/26,537.04 ,603.80 ,532.58 ,582.69 ,7254505067 
2014/2/27,581.65 ,594.05 ,566.62 ,578.77 ,7208406719 
2014/2/28,579.70 ,584.14 ,545.17 ,549.26 ,6843353924 
2014/3/1,549.92 ,573.38 ,539.29 ,565.61 ,7049084308 
2014/3/2,567.23 ,570.48 ,553.27 ,559.79 ,6978524072 
2014/3/3,562.56 ,702.91 ,560.52 ,667.76 ,8326933812 
2014/3/4,668.24 ,696.22 ,655.68 ,666.78 ,8317230356 
2014/3/5,666.24 ,674.28 ,646.28 ,665.51 ,8304000852 
2014/3/6,664.52 ,669.77 ,649.79 ,663.86 ,8286267327 
2014/3/7,664.31 ,665.34 ,616.35 ,629.15 ,7855629815 
2014/3/8,629.66 ,635.14 ,604.46 ,617.45 ,7712151171 
2014/3/9,616.31 ,643.95 ,612.35 ,636.96 ,7958687808 
2014/3/10,636.33 ,644.76 ,615.02 ,627.79 ,7846433315 
2014/3/11,627.95 ,638.42 ,618.84 ,634.11 ,7928102950 
2014/3/12,631.91 ,648.03 ,629.51 ,632.10 ,7905832725 
2014/3/13,633.62 ,644.20 ,630.85 ,638.14 ,7983960982 
2014/3/14,638.14 ,639.53 ,627.21 ,628.80 ,7869180480 
2014/3/15,629.37 ,639.14 ,627.30 ,636.12 ,7963443153 
2014/3/16,636.50 ,637.52 ,628.11 ,631.11 ,7903422086 
2014/3/17,630.92 ,632.68 ,616.85 ,622.37 ,7796513249 
2014/3/18,621.84 ,622.39 ,603.80 ,614.83 ,7704183118 
2014/3/19,613.90 ,622.00 ,609.10 ,609.89 ,7644702125 
2014/3/20,609.74 ,609.74 ,587.49 ,588.77 ,7382675346 
2014/3/21,588.29 ,604.59 ,561.81 ,571.49 ,7168656262 
2014/3/22,571.18 ,572.55 ,554.39 ,565.04 ,7090150172 
2014/3/23,565.76 ,570.24 ,560.88 ,561.27 ,7045871925 
2014/3/24,562.51 ,586.56 ,551.77 ,583.41 ,7326517067 
2014/3/25,585.03 ,585.44 ,572.60 ,583.92 ,7335179952 
2014/3/26,583.48 ,590.03 ,570.96 ,580.83 ,7298672082 
2014/3/27,580.26 ,580.56 ,471.24 ,471.24 ,5923615602 
2014/3/28,477.14 ,526.02 ,473.23 ,495.67 ,6232801684 
2014/3/29,501.71 ,504.86 ,489.73 ,491.17 ,6178428029 
2014/3/30,492.37 ,492.37 ,444.18 ,460.27 ,5791419543 
2014/3/31,462.30 ,483.02 ,443.36 ,457.00 ,5752294437 
2014/4/1,457.00 ,495.34 ,457.00 ,478.38 ,6023351178 
2014/4/2,479.14 ,495.05 ,431.27 ,437.14 ,5506313797 
2014/4/3,436.44 ,449.57 ,414.89 ,444.72 ,5604036051 
2014/4/4,445.66 ,454.65 ,429.09 ,447.53 ,5641613449 
2014/4/5,446.67 ,463.57 ,444.20 ,461.91 ,5824866676 
2014/4/6,463.40 ,466.32 ,452.97 ,460.50 ,5808861023 
2014/4/7,461.47 ,462.56 ,445.12 ,449.42 ,5670830650 
2014/4/8,447.61 ,457.42 ,446.11 ,453.09 ,5718579640 
2014/4/9,453.18 ,455.73 ,441.93 ,442.73 ,5589580215 
2014/4/10,442.26 ,443.37 ,358.73 ,365.18 ,4611917257 
2014/4/11,363.71 ,429.77 ,351.27 ,420.95 ,5318033925 
2014/4/12,420.89 ,439.61 ,415.79 ,421.12 ,5321874506 
2014/4/13,421.46 ,427.40 ,395.25 ,414.06 ,5234667259 
2014/4/14,414.83 ,469.75 ,407.37 ,458.79 ,5802302128 
2014/4/15,458.37 ,519.00 ,453.54 ,515.59 ,6522974948 
2014/4/16,522.18 ,542.38 ,502.78 ,527.40 ,6674473792 
2014/4/17,529.07 ,533.52 ,484.87 ,495.96 ,6278792387 
2014/4/18,495.80 ,498.60 ,472.74 ,479.64 ,6074116360 
2014/4/19,479.58 ,503.55 ,470.56 ,501.57 ,6353700029 
2014/4/20,501.75 ,510.87 ,490.84 ,498.17 ,6312896984 
2014/4/21,497.74 ,510.57 ,493.20 ,495.77 ,6284666435 
2014/4/22,495.45 ,503.22 ,487.58 ,487.92 ,6187034895 
2014/4/23,488.36 ,493.25 ,485.82 ,491.30 ,6231920621 
2014/4/24,490.83 ,500.46 ,482.95 ,500.46 ,6350012525 
2014/4/25,500.09 ,500.30 ,442.95 ,461.45 ,5857079867 
2014/4/26,461.70 ,464.54 ,449.10 ,458.60 ,5822776642 
2014/4/27,457.24 ,459.33 ,436.39 ,436.39 ,5542720307 
2014/4/28,430.72 ,447.53 ,422.94 ,440.29 ,5593864954 
2014/4/29,439.98 ,451.64 ,435.18 ,447.21 ,5683724524 
2014/4/30,446.89 ,451.10 ,436.70 ,447.64 ,5690810165 
2014/5/1,447.63 ,460.61 ,447.63 ,457.76 ,5821425472 
2014/5/2,457.36 ,457.93 ,443.40 ,449.38 ,5716625927 
2014/5/3,449.40 ,449.40 ,430.68 ,437.76 ,5570422954 
2014/5/4,438.52 ,439.77 ,430.05 ,436.40 ,5554777406 
2014/5/5,434.78 ,440.97 ,427.62 ,433.48 ,5518951942 
2014/5/6,433.36 ,448.04 ,423.25 ,428.96 ,5463474513 
2014/5/7,429.34 ,446.13 ,428.45 ,438.82 ,5590798951 
2014/5/8,438.68 ,448.40 ,438.14 ,440.17 ,5609810850 
2014/5/9,440.18 ,452.69 ,440.14 ,449.46 ,5730133343 
2014/5/10,450.46 ,455.77 ,448.47 ,454.43 ,5795543101 
2014/5/11,453.92 ,455.34 ,433.40 ,438.89 ,5598956479 
2014/5/12,438.30 ,442.26 ,434.23 ,441.46 ,5633629021 
2014/5/13,441.53 ,441.98 ,436.97 ,440.67 ,5625308533 
2014/5/14,440.59 ,446.66 ,440.50 ,443.97 ,5669111766 
2014/5/15,444.14 ,449.80 ,443.63 ,447.25 ,5712906334 
2014/5/16,447.39 ,450.66 ,444.96 ,448.06 ,5725217915 
2014/5/17,448.12 ,451.98 ,447.30 ,448.90 ,5737967927 
2014/5/18,448.70 ,449.77 ,444.78 ,446.26 ,5706165793 
2014/5/19,446.08 ,447.55 ,443.10 ,446.18 ,5706978471 
2014/5/20,446.30 ,491.44 ,446.01 ,485.72 ,6214911439 
2014/5/21,485.80 ,494.37 ,483.49 ,491.77 ,6294422409 
2014/5/22,492.05 ,525.36 ,490.19 ,524.58 ,6716604600 
2014/5/23,525.72 ,541.96 ,520.08 ,520.22 ,6662964359 
2014/5/24,521.05 ,525.17 ,516.28 ,525.14 ,6727963028 
2014/5/25,525.23 ,576.48 ,525.23 ,571.59 ,7325371780 
2014/5/26,571.39 ,588.39 ,565.33 ,583.42 ,7479335238 
2014/5/27,582.59 ,589.52 ,554.43 ,571.24 ,7325147499 
2014/5/28,571.91 ,578.62 ,564.09 ,577.06 ,7402205099 
2014/5/29,576.33 ,577.10 ,561.60 ,568.18 ,7290260762 
2014/5/30,568.18 ,618.46 ,568.16 ,615.33 ,7897757908 
2014/5/31,615.69 ,624.72 ,604.47 ,623.68 ,8007248676 
2014/6/1,623.69 ,671.51 ,619.91 ,630.23 ,8094125581 
2014/6/2,629.65 ,665.50 ,618.74 ,660.62 ,8487587033 
2014/6/3,660.55 ,674.11 ,650.78 ,667.60 ,8580309812 
2014/6/4,666.77 ,668.56 ,624.09 ,641.61 ,8249183077 
2014/6/5,641.07 ,663.53 ,640.09 ,659.26 ,8478552324 
2014/6/6,659.28 ,661.37 ,652.30 ,653.70 ,8409353268 
2014/6/7,653.52 ,656.94 ,644.91 ,654.97 ,8428206589 
2014/6/8,654.99 ,658.88 ,653.47 ,656.14 ,8445489607 
2014/6/9,655.64 ,657.70 ,644.39 ,649.16 ,8358149331 
2014/6/10,650.04 ,659.61 ,646.56 ,653.15 ,8412294411 
2014/6/11,653.19 ,657.04 ,632.55 ,633.02 ,8155307439 
2014/6/12,633.43 ,638.11 ,573.27 ,586.95 ,7564343900 
2014/6/13,585.70 ,615.14 ,585.70 ,600.16 ,7737046327 
2014/6/14,600.75 ,601.27 ,549.82 ,577.36 ,7445594334 
2014/6/15,575.93 ,592.94 ,554.89 ,592.94 ,7649361650 
2014/6/16,592.65 ,608.72 ,587.07 ,592.19 ,7642482234 
2014/6/17,591.59 ,610.89 ,590.40 ,610.86 ,7886300055 
2014/6/18,609.77 ,615.88 ,604.40 ,607.96 ,7851200010 
2014/6/19,608.07 ,612.24 ,597.02 ,598.07 ,7726000792 
2014/6/20,597.40 ,599.75 ,587.76 ,594.15 ,7678074490 
2014/6/21,593.68 ,599.46 ,587.74 ,594.99 ,7691773955 
2014/6/22,595.90 ,606.00 ,594.63 ,602.27 ,7788609493 
2014/6/23,602.16 ,603.21 ,586.34 ,593.98 ,7684029467 
2014/6/24,593.97 ,596.97 ,582.36 ,582.36 ,7536340173 
2014/6/25,581.81 ,583.60 ,565.63 ,566.34 ,7331658430 
2014/6/26,566.14 ,581.63 ,564.73 ,581.14 ,7525767735 
2014/6/27,581.30 ,600.12 ,579.89 ,597.26 ,7737366940 
2014/6/28,599.08 ,604.47 ,595.92 ,596.55 ,7730991679 
2014/6/29,596.33 ,604.08 ,596.16 ,602.72 ,7813280835 
2014/6/30,602.62 ,645.16 ,599.88 ,639.80 ,8296103745 
2014/7/1,641.39 ,657.86 ,640.11 ,640.81 ,8311317901 
2014/7/2,641.04 ,656.68 ,638.34 ,650.88 ,8444194978 
2014/7/3,650.77 ,650.77 ,641.30 ,645.16 ,8372189412 
2014/7/4,644.65 ,648.43 ,629.40 ,630.69 ,8187107456 
2014/7/5,629.95 ,633.22 ,628.00 ,631.46 ,8199437572 
2014/7/6,631.77 ,638.65 ,631.16 ,635.81 ,8258179220 
2014/7/7,635.46 ,637.16 ,617.01 ,624.09 ,8108140914 
2014/7/8,622.57 ,626.70 ,620.91 ,624.82 ,8120056626 
